,fullCit,Source,Year,author,author_firstname,id,Type,gender
385,"Eason, David. “The New Journalism and the Image-World.” Literary Journalism in the Twentieth Century. Ed. Norman Sims. Evanston, Ill.: Northwestern University Press, 2008. 206–27.",LJSBib,2008,Eason,David,Eason_2008,Secondary Works,male
386,"Easterbrook, Gregg. “Toxic Business.” New York Times Book Review, 10 Sept. 1995: 13.",LJSBib,1995,Easterbrook,Gregg,Easterbrook_1995,Secondary Works,male
387,"English, John W. “What Professionals Say.” Journal of Popular Culture 9, no. 1 (Summer 1975): 232/134-40/42. 20th century; Magazines, books; New Journalists' views on New Journalism.",LJSBib,1975,English,John,English_1975,Secondary Works,male
388,"Evensen, Bruce J. “Abraham Cahan.” A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. Ed. Thomas B. Connery. New York: Greenwood Press, 1992. 91–100.",LJSBib,1992,Evensen,Bruce,Evensen_1992,Secondary Works,male
391,"Fishwick, Marshall. “Editorial.” Journal of Popular Culture 9, no. 1 (Summer 1975): 247/149-249/151. 20th century; Magazines, books; Interaction of New Journalism and popular culture.",LJSBib,1975,Fishwick,Marshall,Fishwick_1975,Secondary Works,male
392,"Fishwick, Marshall. “Popular Culture and the New Journalism.” Journal of Popular Culture 9, no. 1 (Summer 1975): 99/1-105/7. 20th century; Tom Wolfe; New Journalism; Books, magazines; Popular culture.",LJSBib,1975,Fishwick,Marshall,Fishwick_1975,Secondary Works,male
395,"Ford, Edwin H. “The Art and Craft of the Literary Journalist.” Survey of Journalism. Ed. George Fox Mott. New York: Barnes and Noble, 1937. 294–302.",LJSBib,1937,Ford,Edwin,Ford_1937,Secondary Works,male
396,"Ford, Edwin H. A Bibliography of Literary Journalism is America. Minneapolis: Burgess Publishing Co., 1937.",LJSBib,1937,Ford,Edwin,Ford_1937,Secondary Works,male
399,"Fowler, Giles. “John Steinbeck.” A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. Ed. Thomas B. Connery. New York: Greenwood Press, 1992. 179–85.",LJSBib,1992,Fowler,Giles,Fowler_1992,Secondary Works,male
400,"Franke, Warren T. “W. T. Stead: The First New Journalist?” Journalism History, 1.2 (1974): 36+. Franklin, Jon. “The Narrative Tool.” American Editor 2 Dec. 1998. Accessed 9 March 2004 < h t t p : / / w w w . a s n e . o r g / k i o s k / e d i t o r / 9 8 . o c t n o v / fr a n k l i n 1 . h t m > .",LJSBib,2004,Franke,Warren,Franke_2004,Secondary Works,male
401,"Franke, Warren T. Writing for Story: Craft Secrets of Dramatic Nonfiction by a Two-Time Pulitzer Prize Winner. New York: Plume, 1986.",LJSBib,1986,Franke,Warren,Franke_1986,Secondary Works,male
404,"Fry, Don, and Roy Peter Clark. “Rebirth of the narrative: The Rebirth Of Narrative in America’s Newsrooms.” The Quill May 1994: 27–28.",LJSBib,1994,Fry,Don,Fry_1994,Secondary Works,male
405,"Gold, Herbert. “On Epidemic First Personism.” The Reporter as Artist: A Look at the New Journalism Controversy. Ed. Ronald Weber. New York: Hastings House, 1974. 283–87.",LJSBib,1974,Gold,Herbert,Gold_1974,Secondary Works,male
407,"Good, Howard. “Jacob A. Riis.” A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. New York: Greenwood P, 1992. 81–90.",LJSBib,1992,Good,Howard,Good_1992,Secondary Works,male
408,"Green, James. “Gonzo.” Journal of Popular Culture 9, no. 1 (Summer 1975): 204/106-210/112. 20th century; Hunter Thompson, Tom Wolfe; Magazines; Strengths and weaknesses of gonzo style.",LJSBib,1975,Green,James,Green_1975,Secondary Works,male
409,"Guilfoil, Kelsey. “John Hersey: Fact and Fiction.” The English Journal 39, no. 7 (Sept. 1950): 355-360.",LJSBib,1950,Guilfoil,Kelsey,Guilfoil_1950,Secondary Works,male
410,"Gutkind, Lee. Keep It Real: Everything You Need to Know About Researching and Writing Creative Nonfiction. New York: W. W. Norton & Co., 2009.",LJSBib,2009,Gutkind,Lee,Gutkind_2009,Secondary Works,male
411,"Gutkind, Lee. The Art of Creative Nonfiction: Writing and Selling the Literature of Reality. New York: John Wiley & Sons, 1997.",LJSBib,1997,Gutkind,Lee,Gutkind_1997,Secondary Works,male
413,"Hart, Jack. “Stories in the News.” Writer’s Digest Sept. 1995: 29–33.",LJSBib,1995,Hart,Jack,Hart_1995,Secondary Works,male
414,"Hartsock, John C. “‘It Was a Dark and Stormy Night’: Newspaper Reporters Rediscover the Art of Narrative Literary Journalism and Their Own Epistemological Heritage.” Prose Studies 29.2 (2007): 263–84.",LJSBib,2007,Hartsock,John,Hartsock_2007,Secondary Works,male
415,"Hartsock, John C. “‘Scribbling the Cat’: In a Dangerous Land of Negotiating Personal and Cultural Revelation.” DoubleTake 1, vol. 2 (2006): 100-04.",LJSBib,2006,Hartsock,John,Hartsock_2006,Secondary Works,male
416,"Hartsock, John C. “Literary Journalism.” Reading in America Today: The Greenwood Encyclopedia of Contemporary Popular American Literature. Westport, Conn.: Greenwood Press, 2008.",LJSBib,2008,Hartsock,John,Hartsock_2008,Secondary Works,male
417,"Hartsock, John C. “Literary Reportage: The ‘Other’ Literary Journalism.” Genre: Forms of Discourse and Culture, 42 (Spring/Summer 2009): 113–34. Rpt. and rev. in Literary Journalism Across the Globe: Journalistic Traditions and Transnational Influences. Amherst, Mass.: University of Massachusetts Press, 2011.",LJSBib,2011,Hartsock,John,Hartsock_2011,Secondary Works,male
418,"Hartsock, John C. “Telling News Naturally,” Points of Entry: Cross-Currents in Story Telling 1, no. 1, 2003: 35–41.",LJSBib,2003,Hartsock,John,Hartsock_2003,Secondary Works,male
419,"Hartsock, John C. A History of American Literary Journalism: The Emergence of a Modern Narrative Form. Amherst, Mass.: University of Masschusetts Press, 2000.",LJSBib,2000,Hartsock,John,Hartsock_2000,Secondary Works,male
420,"Hartsock, John C. Foreword. Literary Journalism in the Twentieth Century. Ed. Norman Sims. Evanston, Ill.: Northwestern University Press, 2008. vii–xii.",LJSBib,2008,Hartsock,John,Hartsock_2008,Secondary Works,male
421,"Hartsock, John C. Foreword. Sonja Merljak Zdovc. Literary Journalism in the United States of America and Slovenia. Lanham, Md.: University Press of America, 2008. vii–viii.",LJSBib,2008,Hartsock,John,Hartsock_2008,Secondary Works,male
422,"Harvey, Chris. “Tom Wolfe’s Revenge.” American Journalism Review Oct. 1994: 40–45.",LJSBib,1994,Harvey,Chris,Harvey_1994,Secondary Works,male
423,"Hawthorne, Julian. “Journalism the Destroyer of Literature.” The Critic 48 (1906): 166–71.",LJSBib,1906,Hawthorne,Julian,Hawthorne_1906,Secondary Works,male
424,"Hellmann, John. “The Novel of Contemporary History.” Atlantic Monthly Nov. 1949: 80-84.",LJSBib,1949,Hellmann,John,Hellmann_1949,Secondary Works,male
425,"Hellmann, John. Fables of Fact: The New Journalism as Fables of Fact. Urbana: University of Illinois Press, 1981. Hersey, John. “The Legend on the License.” Yale Review 70: 1–25.",LJSBib,1981,Hellmann,John,Hellmann_1981,Secondary Works,male
426,"Hettinga, Donald R. “Ring Lardner.” A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. Ed. Thomas B. Connery. New York: Greenwood Press, 1992. 161–67.",LJSBib,1992,Hettinga,Donald,Hettinga_1992,Secondary Works,male
427,"Heyne, Eric. “Toward a Theory of Literary Nonfiction.” Modern Fiction Studies 23 (1987): 479–90.",LJSBib,1987,Heyne,Eric,Heyne_1987,Secondary Works,male
428,"Hollowell, John. Fact & Fiction: The New Journalism and the Nonfiction Novel. Chapel Hill: University of North Carolina Press, 1977.",LJSBib,1977,Hollowell,John,Hollowell_1977,Secondary Works,male
429,"Hough, George A. “How New?” Journal of Popular Culture 9 (1975): 114/16–121/23.",LJSBib,1975,Hough,George,Hough_1975,Secondary Works,male
430,"Howarth, William. “The Mother of Literature: Journalism and The Grapes of Wrath.” Literary Journalism in the Twentieth Century. Ed. Norman Sims. Evanston, Ill.: Northwestern University Press, 2008. 53–81.",LJSBib,2008,Howarth,William,Howarth_2008,Secondary Works,male
431,"Humphrey, Robert E. “John Reed.” A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. Ed. Thomas B. Connery. New York: Greenwood Press, 1992. 151–60.",LJSBib,1992,Humphrey,Robert,Humphrey_1992,Secondary Works,male
432,"Humphries, David T. Different Dispatches: Journalism in American Modernist Prose. New York: Routledge, 2006.",LJSBib,2006,Humphries,David,Humphries_2006,Secondary Works,male
433,"Jacobson, Kent. “The Freaking New Journalism.” Journal of Popular Culture 9, no. 1 (Summer 1975): 183/85-96/98. 20th century; New Journalism; Books, Magazines; Social alienation.",LJSBib,1975,Jacobson,Kent,Jacobson_1975,Secondary Works,male
434,"Jensen, Jay. “The New Journalism in Historical Perspective.” Journalism History 1.2 (1974): 37+.",LJSBib,1974,Jensen,Jay,Jensen_1974,Secondary Works,male
435,"Johnson, Michael L. “Wherein Lies the Value?” Journal of Popular Culture 9, no. 1 (Summer 1975): 135/37-41/43. 20th century; Tom Wolfe, Norman Mailer, Truman Capote; New Journalism; Magazines, newspapers; Popular culture.",LJSBib,1975,Johnson,Michael,Johnson_1975,Secondary Works,male
436,"Johnson, Michael L. The New Journalism: The Underground Press, the Artists of Nonfiction, and Changes in the Established Media. Lawrence, Kans.: University Press of Kansas, 1971.",LJSBib,1971,Johnson,Michael,Johnson_1971,Secondary Works,male
437,"Jones, Dan R. “John Hersey.” A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. Ed. Thomas B. Connery. New York: Greenwood Press, 1992. 213–22.",LJSBib,1992,Jones,Dan,Jones_1992,Secondary Works,male
438,"Jones, Dan R. “John McPhee.” A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. Ed. Thomas B. Connery. New York: Greenwood Press, 1992. 343–52.",LJSBib,1992,Jones,Dan,Jones_1992,Secondary Works,male
439,"Jones, Steve. “Jane Kramer.” A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. Ed. Thomas B. Connery. New York: Greenwood Press, 1992. 323–29.",LJSBib,1992,Jones,Steve,Jones_1992,Secondary Works,male
440,"Kallan, Richard A. “Entrance.” Journal of Popular Culture 9, no. 1 (Summer 1975): 106/8-13/15. 20th century; Tom Wolfe, Gay Talese; New nonfiction; Books, magazines; Popular Culture.",LJSBib,1975,Kallan,Richard,Kallan_1975,Secondary Works,male
441,"Kallan, Richard A. “Tom Wolfe.” A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. Ed. Thomas B. Connery. New York: Greenwood Press, 1992. 249–60.",LJSBib,1992,Kallan,Richard,Kallan_1992,Secondary Works,male
442,"Kaul, Arthur J., ed. American Literary Journalists, 1945–1995. First Series. Dictonary of Literary Biography. Detroit: Gale Research, 1997. 185.",LJSBib,1997,Kaul,Arthur,Kaul_1997,Secondary Works,male
443,"Kaul, Arthur J.. “Hunter S. Thompson.” A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. Ed. Thomas B. Connery. New York: Greenwood Press, 1992. 273–79.",LJSBib,1992,Kaul,Arthur,Kaul_1992,Secondary Works,male
444,"Kazin, Alfred. “The Imagination of Fact.” Bright Book of Life. Boston: Little, Brown, 1973. 209–41.",LJSBib,1973,Kazin,Alfred,Kazin_1973,Secondary Works,male
445,"Keeble, Richard, and Sharon Wheeler, eds. The Journalistic Imagination: Literary Journalists from Defoe to Capote and Carter. London: Routledge, 2007.",LJSBib,2007,Keeble,Richard,Keeble_2007,Secondary Works,male
446,"Keeble, Richard. Introduction. The Journalistic Imagination: Literary Journalists from Defoe to Capote and Carter. London: Routledge, 2007. 1–14.",LJSBib,2007,Keeble,Richard,Keeble_2007,Secondary Works,male
447,"Kenner, Hugh. “The Politics of the Plain Style.” Literary Journalism in the Twentieth Century. Ed. Norman Sims. Evanston, Ill.: Northwestern University Press, 2008. 183–90.",LJSBib,2008,Kenner,Hugh,Kenner_2008,Secondary Works,male
448,"Kerrane, Kevin. “Making Facts Dance.” The Art of Fact: A Historical Anthology of Literary Journalism. Ed. Kevin Kerrane and Ben Yagoda. New York: Scribner, 1997. 17–20.",LJSBib,1997,Kerrane,Kevin,Kerrane_1997,Secondary Works,male
449,"Kirkhorn, Michael J. “Journalism’s Guilty Secret.” Nieman Reports 46, vol. 2 (Summer 1992): 36–41.",LJSBib,1992,Kirkhorn,Michael,Kirkhorn_1992,Secondary Works,male
450,"Kramer, Dale. Ross and The New Yorker. New York: Doubleday, 1951.",LJSBib,1951,Kramer,Dale,Kramer_1951,Secondary Works,male
451,"Kramer, Mark, and Wendy Call. Telling True Stories. New York: Plume, 2007.",LJSBib,2007,Kramer,Mark,Kramer_2007,Secondary Works,male
