,fullCit,Source,Year,author,author_firstname,id,Type,gender
77,"Flanner, Janet. The Dangerous Summer. New York: Scribner's, 1985. Originally published 1960.",LJPrimary,1960,Flanner,Janet,Flanner_1960,Primary Works,female
78,"Flanner, Janet. The Trouble I’ve Seen. New York: William Morrow and Co., 1936.",LJPrimary,1936,Flanner,Janet,Flanner_1936,Primary Works,female
79,"Flanner, Janet.(Genêt) Paris Journal 1944-1965. Edited by William Shawn. New York: Atheneum, 1965.",LJPrimary,1965,Flanner,Janet,Flanner_1965,Primary Works,female
85,"Frey, Darcy. The Last Shot: City Streets, Basketball Dreams. Boston: Houghton Mifflin, 1994.",LJPrimary,1994,Frey,Darcy,Frey_1994,Primary Works,female
86,"Gellhorn, Martha. “The Third Winter” in The Face of War. New York: Atlantic Monthly Press, 1988.",LJPrimary,1988,Gellhorn,Martha,Gellhorn_1988,Primary Works,female
88,"Gorney, Cynthia. Articles Of Faith: A Frontline History of the Abortion Wars. New York: Simon & Schuster, 1998.",LJPrimary,1998,Gorney,Cynthia,Gorney_1998,Primary Works,female
89,"Gray, Francine du Plessix. Adam & Eve and the City: Selected Nonfiction. New York: Simon and Schuster, 1987.",LJPrimary,1987,Gray,Francine,Gray_1987,Primary Works,female
90,"Greene, Melissa Fay. Praying for Sheetrock: A Work of Nonfiction. Reading, Mass.: Addison-Wesley Publishing, 1991.",LJPrimary,1991,Greene,Melissa,Greene_1991,Primary Works,female
127,"Kramer, Jane. Europeans. New York: Farrar, Straus & Giroux, 1988.",LJPrimary,1988,Kramer,Jane,Kramer_1988,Primary Works,female
128,"Kramer, Jane. Lone Patriot: The Short Career of an American Militiaman. New York: Pantheon, 2002.",LJPrimary,2002,Kramer,Jane,Kramer_2002,Primary Works,female
129,"Kramer, Jane. The Last Cowboy. New York: Harper & Row, 1977.",LJPrimary,1977,Kramer,Jane,Kramer_1977,Primary Works,female
130,"Kramer, Jane. Unsettling Europe. New York: Random House, 1980.",LJPrimary,1980,Kramer,Jane,Kramer_1980,Primary Works,female
134,"Lange, Dorothea and Paul S. Taylor. An American Exodus: A Record of Human Erosion. New York: Reynal & Hitchcock, 1939.",LJPrimary,1939,Lange,Dorothea,Lange_1939,Primary Works,female
137,"Lernoux, Penny. Cry of the People. Garden City, N.Y.: Doubleday, 1982.",LJPrimary,1982,Lernoux,Penny,Lernoux_1982,Primary Works,female
154,"Mahoney, Rosemary. Whoredom in Kimmage: Irish Women Coming of Age. Boston: Houghton Mifflin,1993.",LJPrimary,1993,Mahoney,Rosemary,Mahoney_1993,Primary Works,female
160,"Matthews, Anne. Wild Nights: Nature Returns to the City. New York: North Point Press, 2001.",LJPrimary,2001,Matthews,Anne,Matthews_2001,Primary Works,female
163,"McCarthy, Mary. On the Contrary. New York: Farrar, Straus and Cudahy, 1961. McKelway, St. Clair. True Tales from the Annals of Crime and Rascality. New York: Random House, 1951.",LJPrimary,1951,McCarthy,Mary,McCarthy_1951,Primary Works,female
188,"Olsen, Tillie. Silences. New York: Delta/Seymour Lawrence, 1989. Originally published in 1978.",LJPrimary,1978,Olsen,Tillie,Olsen_1978,Primary Works,female
189,"Orlean, Susan. The Bullfighter Checks Her Makeup: My Encounters with Extraordinary People. New York: Random House, 2001.",LJPrimary,2001,Orlean,Susan,Orlean_2001,Primary Works,female
190,"Orlean, Susan. The Orchid Thief. New York: Random House, 1998.",LJPrimary,1998,Orlean,Susan,Orlean_1998,Primary Works,female
212,"Ross, Lillian. Picture: John Huston, M.G. M., and the Making of The Red Badge of Courage. New York: Limelight Editions, 1984. First published in 1952.",LJPrimary,1952,Ross,Lillian,Ross_1952,Primary Works,female
213,"Ross, Lillian. Reporting. New York: Dodd, Mead & Co., 1964, 1981.",LJPrimary,1981,Ross,Lillian,Ross_1981,Primary Works,female
218,"Sheehan, Susan. A Welfare Mother. New York: New American Library, 1976.",LJPrimary,1976,Sheehan,Susan,Sheehan_1976,Primary Works,female
219,"Sheehan, Susan. Is There No Place on Earth for Me? Boston: Houghton Mifflin, 1982.",LJPrimary,1982,Sheehan,Susan,Sheehan_1982,Primary Works,female
220,"Sheehan, Susan. Kate Quinton's Days. Boston: Houghton Mifflin, 1984.",LJPrimary,1984,Sheehan,Susan,Sheehan_1984,Primary Works,female
222,"Sims, Patsy. Can Somebody Shout Amen!: Inside the Tents and Tabernacles of American Revivalists. Lexington: University Press of Kentucky, reprint 1996; originally published 1988.",LJPrimary,1988,Sims,Patsy,Sims_1988,Primary Works,female
223,"Sims, Patsy. The Klan. Lexington: University Press of Kentucky, reprint 1996; originally published 1978.",LJPrimary,1978,Sims,Patsy,Sims_1978,Primary Works,female
233,"Talese, Gay. Honor Thy Father. New York: Fawcett-World, 1972.",LJPrimary,1972,Talese,Gay,Talese_1972,Primary Works,female
234,"Talese, Gay. The Kingdom and The Power. New York: World Publishing Co., 1966.",LJPrimary,1966,Talese,Gay,Talese_1966,Primary Works,female
235,"Talese, Gay. Thy Neighbor's Wife. Garden City, N.Y.: Doubleday, 1980.",LJPrimary,1980,Talese,Gay,Talese_1980,Primary Works,female
253,"West, Rebecca. Black Lamb and Grey Falcon; A Journey through Yugoslavia. New York: Viking, 1941.",LJPrimary,1941,West,Rebecca,West_1941,Primary Works,female
254,"West, Rebecca. Rebecca West — A Celebration. Selected from her writings, with a critical introduction by Samuel Hynes. New York: Penguin Books, 1978.",LJPrimary,1978,West,Rebecca,West_1978,Primary Works,female
255,"West, Rebecca. The Young Rebecca: Writings of Rebecca West 1911–17. Selected and introduced by Jane Marcus. New York: Viking, 1982.",LJPrimary,1982,West,Rebecca,West_1982,Primary Works,female
278,"from ""Portrait of Hemingway"" / Lillian Ross -- 1950",AoFTOC,1950,Ross,Lillian,Ross_1950,Primary Works,female
280,"from ""The Bronx Slave Market"" / Marvel Cooke -- 1950",AoFTOC,1950,Cooke,Marvel,Cooke_1950,Primary Works,female
286,from Black Lamb and Grey Falcon / Rebecca West -- 1941,AoFTOC,1941,West,Rebecca,West_1941,Primary Works,female
308,from Whoredom in Kimmage / Rosemary Mahoney -- 1993,AoFTOC,1993,Mahoney,Rosemary,Mahoney_1993,Primary Works,female
315,Los Angeles Notebook / Joan Didion -- 1968,AoFTOC,1968,Didion,Joan,Didion_1968,Primary Works,female
327,The Silent Season of a Hero / Gay Talese -- 1970,AoFTOC,1970,Talese,Gay,Talese_1970,Primary Works,female
329,The Third Winter / Martha Gellhorn -- 1938,AoFTOC,1938,Gellhorn,Martha,Gellhorn_1938,Primary Works,female
348,"Banks, Anna. “Norman Mailer.” A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. Ed. Thomas B. Connery. New York: Greenwood Press, 1992. 297–306.",LJSBib,1992,Banks,Anna,Banks_1992,Secondary Works,female
350,"Bass, Sharon. “John McPhee.” A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. Ed. Thomas B. Connery. New York: Greenwood Press, 1992. 343–52.",LJSBib,1992,Bass,Sharon,Bass_1992,Secondary Works,female
357,"Beyer, Charlotte. “‘A Work and a Purpose’: Willa Cather’s Journalism.” The Journalistic Imagination: Literary Journalists from Defoe to Capote and Carter. Ed. Richard Keeble and Sharon Wheeler. London: Routledge, 2007. 74–86.",LJSBib,2007,Beyer,Charlotte,Beyer_2007,Secondary Works,female
358,"Bordelon, Pamela, ed. Biographical essay. Go Gator and Muddy the Water: Writings by Zora Neale Hurston from the Federal Writers’ Project. New York: W. W. Norton, 1999.",LJSBib,1999,Bordelon,Pamela,Bordelon_1999,Secondary Works,female
363,"Bradley, Patricia. “Richard Harding Davis.” A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. Ed. Thomas B. Connery. New York: Greenwood Press, 1992. 21–52.",LJSBib,1992,Bradley,Patricia,Bradley_1992,Secondary Works,female
365,"Braman, Sandra. “Joan Didion.” A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. Ed. Thomas B. Connery. New York: Greenwood Press, 1992. 353–58.",LJSBib,1992,Braman,Sandra,Braman_1992,Secondary Works,female
368,"Carrillo, Maria. “Great Expectations: The Virginian-Pilot’s Commitment to Storytelling.” Points-of-Entry: Cross-Currents in Storytelling 2, no.1 (2004): 11–13.",LJSBib,2004,Carrillo,Maria,Carrillo_2004,Secondary Works,female
369,"Chance, Jean, and William McKeen. Introduction. Literary Journalism: A Reader. Ed. Jean Chance and William McKeen. Belmont, Calif.: Wadsworth, 2001. vii–xiv.",LJSBib,2001,Chance,Jean,Chance_2001,Secondary Works,female
389,"Fishkin, Shelley Fisher. “The Borderlands of Culture: Writing by W. E. B. Du Bois, James Agee, Tillie Olsen, and Gloria Anzaldua.” Literary Journalism in the Twentieth Century. Ed. Norman Sims. Evanston, Ill.: Northwestern University Press, 2008. 133–82.",LJSBib,2008,Fishkin,Shelley,Fishkin_2008,Secondary Works,female
390,"Fishkin, Shelley Fisher. From Fact to Fiction: Journalism and Imaginative Writing in America. Baltimore: Johns Hopkins University Press, 1985. Fishman, Donald. “Norman Mailer.” Journal of Popular Culture 9, no. 1 (Summer 1975): 174/76-82/84. 20th century; Norman Mailer; New Journalism; Novels, essays.",LJSBib,1975,Fishkin,Shelley,Fishkin_1975,Secondary Works,female
393,"Flis, Leonora. Factual Fictions: Narrative Truth and the Contemporary American Documentary Novel. Newcastle upon Tyne, U.K.: Cambridge Scholars Publishing, 2010.",LJSBib,2010,Flis,Leonora,Flis_2010,Secondary Works,female
394,"Forché, Carolyn, and Philip Gerard, eds. Writing Creative Nonfiction: Instruction and Insights from the Teachers of the Associated Writing Programs. Cincinnati: Story Press, 2001.",LJSBib,2001,Forché,Carolyn,Forché_2001,Secondary Works,female
397,"Forde, Kathy Roberts. “How Masson v. New Yorker Has Shaped the Legal Landscape of Narrative Journalism.” Communication Law & Policy 10 (Winter 2005): 101–33.",LJSBib,2005,Forde,Kathy,Forde_2005,Secondary Works,female
398,"Forde, Kathy Roberts. Literary Journalism on Trial: Masson v. New Yorker and the First Amendment. Amherst, Mass.: University of Massachusetts Press, 2008.",LJSBib,2008,Forde,Kathy,Forde_2008,Secondary Works,female
402,"Frus, Phyllis. “Two Tales ‘Intended to Be after the Fact’: ‘Stephen Crane’s Own Story’ and ‘The Open Boat.’” Literary Nonfiction: Theory, Criticism, Pedagogy. Ed. Chris Anderson. Carbondale, Ill.: Southern Illinois University Press, 1989. 125–51.",LJSBib,1989,Frus,Phyllis,Frus_1989,Secondary Works,female
403,"Frus, Phyllis. The Politics and Poetics of Journalistic Narrative: The Timely and the Timeless. New York: Cambridge University Press, 1994.",LJSBib,1994,Frus,Phyllis,Frus_1994,Secondary Works,female
406,"Gooch, Cheryl. “The Literary Mind of a Cornfield Journalist: Joel Chandler Harris’s 1904 Negro Question Articles.” Literary Journalism Studies 1, no. 2 (Fall 2009): 79–87.",LJSBib,2009,Gooch,Cheryl,Gooch_2009,Secondary Works,female
454,"Landa, Amy Snow. “How Literary Journalism Can Inform Bioethics.” Literary Journalism Studies 2, no. 2 (Fall 2010): 47– 61.",LJSBib,2010,Landa,Amy,Landa_2010,Secondary Works,female
455,"Landreth, Elizabeth. “There Shall Be No Night: Las Vegas.” Journal of Popular Culture 9, no. 1 (Summer 1975): 197/99- 203/105. 20th century; New Journalism; Books, magazines; Las Vegas.",LJSBib,1975,Landreth,Elizabeth,Landreth_1975,Secondary Works,female
468,"Lounsberry, Barbara. The Art of Fact: Contemporary Artists of Nonfiction. New York: Greenwood Press, 1990.",LJSBib,1990,Lounsberry,Barbara,Lounsberry_1990,Secondary Works,female
470,"Maguire, Roberta. “Riffing on Hemingway and Burke, Responding to Mailer and Wolfe: Albert Murray’s ‘Anti- Journalism.’” Literary Journalism Studies 2, no. 2 (Fall 2010): 9-26.",LJSBib,2010,Maguire,Roberta,Maguire_2010,Secondary Works,female
473,"Matalene, Carolyn. Introduction. Telling Stories Taking Risks. Ed. Alice M. Klement and Carolyn B. Matalene. Belmont, Calif.: Wadsworth, 1998. 1–3.",LJSBib,1998,Matalene,Carolyn,Matalene_1998,Secondary Works,female
474,"McCarthy, Mary. “Artists in Uniform.” Harper’s March 1953. Rpt. in Literary Journalism in the Twentieth Century. Ed. Norman Sims. Evanston, Ill.:Northwestern University Press, 2008. 231–46.",LJSBib,2008,McCarthy,Mary,McCarthy_2008,Secondary Works,female
475,"McCarthy, Mary. “Settling the Colonel’s Hash.” Harper’s Magazine Feb. 1954. Rpt. in Literary Journalism in the Twentieth Century. Ed. Norman Sims. Evanston, Ill.:Northwestern University Press, 2008. 247–60.",LJSBib,2008,McCarthy,Mary,McCarthy_2008,Secondary Works,female
478,"Moss, Marilyn Ann. “Theodore Dreiser.” A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. Ed. Thomas B. Connery. New York: Greenwood Press, 1992. 143–50.",LJSBib,1992,Moss,Marilyn,Moss_1992,Secondary Works,female
486,"Palmer, Ruth. “The Hoax, Uncanny Identity, and Literary Journalism.” Literary Journalism Studies 2, no. 1 (Spring 2010): 85–105.",LJSBib,2010,Palmer,Ruth,Palmer_2010,Secondary Works,female
488,"Paterson, Judith. “Literary Journalism’s Twelve Best.” Washington Journalism Review Oct. 1992: 61.",LJSBib,1992,Paterson,Judith,Paterson_1992,Secondary Works,female
495,"Polsgrove, Carol. “Gay Talese.” A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. Ed. Thomas B. Connery. New York: Greenwood Press, 1992. 261–71.",LJSBib,1992,Polsgrove,Carol,Polsgrove_1992,Secondary Works,female
497,"Quinn, Katrina J. “Exploring an Early Version of Literary Journalism: Nineteenth-century Epistolary Journalism,” Literary Journalism Studies 3, no. 1 (Spring 2011): 33–51.",LJSBib,2011,Quinn,Katrina,Quinn_2011,Secondary Works,female
502,"Roberts, Nancy. “Dorothy Day.” A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. Ed. Thomas B. Connery. New York: Greenwood Press, 1992. 179–85.",LJSBib,1992,Roberts,Nancy,Roberts_1992,Secondary Works,female
505,"Roggenkamp, Karen. Narrating the News: New Journalism and Literary Genre in Late Nineteenth-Century American Newspapers and Fiction. Kent, Ohio: Kent State University Press, 2005.",LJSBib,2005,Roggenkamp,Karen,Roggenkamp_2005,Secondary Works,female
508,"Ryan, Maureen. “Green Visors and Ivory Towers: Jean Stafford and the New Journalism.” The Kenyon Review 16, no. 4(1994): 102–19.",LJSBib,1994,Ryan,Maureen,Ryan_1994,Secondary Works,female
522,"Smith, Kathy. “John McPhee Balances the Act.” Literary Journalism in the Twentieth Century. Ed. Norman Sims. Evanston, Ill.: Norman Sims. Evanston, Ill.:Northwestern University Press, 2008. 206–27.",LJSBib,2008,Smith,Kathy,Smith_2008,Secondary Works,female
525,"Steiner, Linda. “Joe McGinniss.” A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. Ed. Thomas B. Connery. New York: Greenwood Press, 1992. 367–74.",LJSBib,1992,Steiner,Linda,Steiner_1992,Secondary Works,female
528,"Talese, Gay. ”Origins of a Nonfiction Writer.” Writing Creative Nonfiction: The Literature of Reality. Ed. Gay Talese and Barbara Lounsberry. New York: HarperCollins), 1996. 1–25.",LJSBib,1996,Talese,Gay,Talese_1996,Secondary Works,female
544,"Whitt, Jan. ”From The Jungle to Food Lion: The History Lessons of Investigative Journalism.” Journalism History 34 (Fall 2008):170–73.",LJSBib,2008,Whitt,Jan,Whitt_2008,Secondary Works,female
545,"Whitt, Jan. Settling the Borderland: Other Voices in Literary Journalism. Lanham, Md.: University Press of America, 2008.",LJSBib,2008,Whitt,Jan,Whitt_2008,Secondary Works,female
546,"Wilson, Deborah. “An Unscathed Tourist of Wars: The Journalism of Martha Gellhorn.” The Journalistic Imagination: Literary Journalists from Defoe to Capote and Carter. Ed. Richard Keeble and Sharon Wheeler. London: Routledge, 2007. 116–29.",LJSBib,2007,Wilson,Deborah,Wilson_2007,Secondary Works,female
551,"Zdovc, Sonja Merljak. Literary Journalism in the United States of America and Slovenia. Lanham, Md.: University Press of America, 2008.",LJSBib,2008,Zdovc,Sonja,Zdovc_2008,Secondary Works,female
569,"Hovey, Tamara. John Reed: Witness to Revolution. Los Angeles: George Sand Books, 1975.",SimsBib,1975,Hovey,Tamara,Hovey_1975,Secondary Works,female
570,"Hughes, Helen M. News and the Human Interest Story. Chicago: University of Chicago Press, 1940.",SimsBib,1940,Hughes,Helen,Hughes_1940,Secondary Works,female
573,"Kramer, Victoria A. James Agee. Boston: G. K. Hall, 1975.",SimsBib,1975,Kramer,Victoria,Kramer_1975,Secondary Works,female
577,"Moreau, Genevieve. The Restless Journey of James Agee. New York: Morrow, 1977.",SimsBib,1977,Moreau,Genevieve,Moreau_1977,Secondary Works,female
579,"Orhn, Karin. Dorothea Lange and the Documentary Tradition. Baton Rouge: Louisiana State University Press, 1980.",SimsBib,1980,Orhn,Karin,Orhn_1980,Secondary Works,female
584,"Steinbeck, Elaine, and Robert Wallsten, editors. Steinbeck: A Life in Letters. New York: The Viking Press, 1975.",SimsBib,1975,Steinbeck,Elaine,Steinbeck_1975,Secondary Works,female
595,"Landreth, Elizabeth. “There Shall Be No Night: Las Vegas.” Journal of Popular Cul- ture 9, no. 1 (Summer 1975): 197/99-203/105. 20th century; New Journal- ism; Books, magazines; Las Vegas.",LJSBib2,1975,Landreth,Elizabeth,Landreth_1975,Secondary Works,female
